match_id,player_id,player_external_id,player_name,team_id,team_name,gender,batting_runs,balls_faced,fours,sixes,batting_strike_rate,not_out,batted,balls_bowled,runs_conceded,wickets,bowling_economy,maidens
1004283,2498,5f5ca1a7,Tanwir Afzal,5,Hong Kong,male,7,6,1,0,116.67,True,True,24,43,1,10.75,0
1004283,1035,7b5c6c0b,CD Wallace,4,Scotland,male,14,8,1,1,175.0,False,True,0,0,0,0.0,0
1004283,1965,023f6b02,Nadeem Ahmed,5,Hong Kong,male,0,0,0,0,0.0,False,False,24,20,1,5.0,0
1004283,1210,d3851cd8,Ehsan Khan,5,Hong Kong,male,2,3,0,0,66.67,True,True,24,28,2,7.0,0
1004283,1079,9c376401,CS MacLeod,4,Scotland,male,28,17,2,1,164.71,False,True,0,0,0,0.0,0
1004283,806,f6c2659d,Aizaz Khan,5,Hong Kong,male,12,18,1,0,66.67,False,True,24,37,2,9.25,0
1004283,1807,8b261d84,MH Cross,4,Scotland,male,1,5,0,0,20.0,False,True,0,0,0,0.0,0
1004283,2155,e21bc7f3,RD Berrington,4,Scotland,male,4,7,0,0,57.14,False,True,0,0,0,0.0,0
1004283,2086,a56f4b65,PL Mommsen,4,Scotland,male,12,16,1,0,75.0,False,True,0,0,0,0.0,0
1004283,1033,e6d298e8,CD de Lange,4,Scotland,male,26,26,2,0,100.0,True,True,24,26,2,6.5,0
1004283,2495,571f11e4,Tanveer Ahmed,5,Hong Kong,male,0,0,0,0,0.0,False,False,24,25,0,6.25,0
1004283,2395,f43dd8c2,SM Sharif,4,Scotland,male,12,12,2,0,100.0,True,True,18,28,0,9.33,0
1004283,1998,e3eb9e46,Nizakat Khan,5,Hong Kong,male,43,26,6,2,165.38,False,True,0,0,0,0.0,0
1004283,1028,469ccead,CB Sole,4,Scotland,male,0,0,0,0,0.0,False,False,24,22,0,5.5,0
1004283,770,e9a870ed,AC Evans,4,Scotland,male,0,0,0,0,0.0,False,False,18,32,0,10.67,0
1004283,1904,1252f71a,MRJ Watt,4,Scotland,male,0,0,0,0,0.0,False,False,24,20,1,5.0,0
1004283,937,fbb657bb,Babar Hayat,5,Hong Kong,male,26,28,3,0,92.86,False,True,0,0,0,0.0,0
1004283,864,552b228c,Anshuman Rath,5,Hong Kong,male,32,27,4,0,118.52,False,True,0,0,0,0.0,0
1004285,1640,85d8110a,KJ Coetzer,4,Scotland,male,48,42,8,2,114.29,False,True,0,0,0,0.0,0
1004285,2498,5f5ca1a7,Tanwir Afzal,5,Hong Kong,male,20,16,3,0,125.0,False,True,48,36,1,4.5,1
1004285,1807,8b261d84,MH Cross,4,Scotland,male,13,23,1,0,56.52,False,True,0,0,0,0.0,0
1004285,806,f6c2659d,Aizaz Khan,5,Hong Kong,male,25,40,4,0,62.5,False,True,54,72,1,8.0,0
1004285,1965,023f6b02,Nadeem Ahmed,5,Hong Kong,male,14,11,2,0,127.27,False,True,60,37,1,3.7,0
1004285,2495,571f11e4,Tanveer Ahmed,5,Hong Kong,male,0,1,0,0,0.0,True,True,60,50,2,5.0,1
1004285,1079,9c376401,CS MacLeod,4,Scotland,male,102,107,8,1,95.33,False,True,0,0,0,0.0,0
