match_id,team_id,team_name,gender,runs,wickets,total_balls,fours,sixes,extras,run_rate
1251952,9,South Africa,male,346,4,300,30,11,7,6.92
1251952,14,Ireland,male,276,10,283,30,1,25,5.85
1251962,30,Netherlands,male,195,10,300,14,4,17,3.9
1251962,14,Ireland,male,194,9,300,19,0,24,3.88
1251963,30,Netherlands,male,157,10,296,18,0,10,3.18
1251963,14,Ireland,male,158,2,258,15,0,13,3.67
1251964,14,Ireland,male,163,10,296,13,0,9,3.3
1251964,30,Netherlands,male,166,6,274,17,3,11,3.64
1252069,11,Sri Lanka,male,232,10,294,19,0,13,4.73
1252069,13,West Indies,male,236,2,282,20,4,11,5.02
1252070,11,Sri Lanka,male,273,8,300,19,9,6,5.46
1252070,13,West Indies,male,274,5,298,20,7,10,5.52
1252071,11,Sri Lanka,male,274,6,300,23,5,7,5.48
1252071,13,West Indies,male,276,5,291,16,10,7,5.69
1253267,23,India,female,177,9,300,17,1,17,3.54
1253267,16,South Africa,female,178,2,241,23,1,14,4.43
1253268,16,South Africa,female,157,10,246,15,0,13,3.83
1253268,23,India,female,160,1,172,19,3,9,5.58
1253269,23,India,female,248,5,300,26,1,24,4.96
1253269,16,South Africa,female,223,4,279,21,3,10,4.8
1253270,23,India,female,266,4,300,29,1,13,5.32
1253270,16,South Africa,female,269,3,292,32,1,5,5.53
1253271,23,India,female,188,9,297,21,1,15,3.8
1253271,16,South Africa,female,189,5,290,18,1,8,3.91
1260084,30,Netherlands,male,163,8,198,8,2,16,4.94
1260084,4,Scotland,male,149,8,198,5,5,11,4.52
1260085,30,Netherlands,male,171,10,292,8,2,4,3.51
1260085,4,Scotland,male,172,4,253,15,2,13,4.08
1260094,23,India,female,201,8,300,20,0,15,4.02
1260094,21,England,female,202,2,209,26,2,7,5.8
1260095,23,India,female,221,10,300,26,0,26,4.42
1260095,21,England,female,225,5,285,17,2,10,4.74
1260096,21,England,female,219,10,282,19,1,5,4.66
1260096,23,India,female,220,6,279,23,0,14,4.73
1260103,21,England,female,241,10,297,24,0,24,4.87
1260103,19,New Zealand,female,211,10,279,25,0,18,4.54
1260104,21,England,female,197,10,261,19,2,17,4.53
1260104,19,New Zealand,female,169,10,234,21,0,19,4.33
1260105,21,England,female,178,10,291,22,0,22,3.67
1260105,19,New Zealand,female,181,7,275,19,1,15,3.95
1260106,19,New Zealand,female,244,8,300,26,2,12,4.88
1260106,21,England,female,245,7,297,23,1,11,4.95
1260107,21,England,female,347,5,300,39,6,27,6.94
1260107,19,New Zealand,female,144,10,212,18,0,8,4.08
1262344,8,Bangladesh,male,257,6,300,19,3,12,5.14
1262344,11,Sri Lanka,male,224,10,289,17,5,7,4.65
1262346,8,Bangladesh,male,246,10,289,19,2,11,5.11
1262346,11,Sri Lanka,male,141,9,240,7,4,0,3.52
1262347,11,Sri Lanka,male,286,6,300,21,4,17,5.72
1262347,8,Bangladesh,male,189,10,255,7,3,11,4.45
1262755,11,Sri Lanka,male,262,9,300,14,7,15,5.24
1262755,7,India,male,263,3,220,29,4,18,7.17
1262756,11,Sri Lanka,male,275,9,300,24,1,21,5.5
1262756,7,India,male,277,7,295,30,1,21,5.63
1262757,7,India,male,225,10,259,26,1,10,5.21
1262757,11,Sri Lanka,male,227,7,234,22,1,30,5.82
1263161,1,Australia,male,252,9,294,20,6,9,5.14
1263161,13,West Indies,male,123,10,158,12,4,11,4.67
1263162,1,Australia,male,187,10,283,16,2,16,3.96
1263162,13,West Indies,male,191,6,228,16,3,23,5.03
1263163,13,West Indies,male,152,10,271,9,6,15,3.37
1263163,1,Australia,male,153,4,182,13,5,8,5.04
1263575,17,Australia,female,205,9,300,24,1,9,4.1
1263575,21,England,female,178,10,270,15,0,23,3.96
1263576,21,England,female,129,10,272,11,1,4,2.85
1263576,17,Australia,female,131,5,212,11,3,7,3.71
1263577,21,England,female,163,10,297,7,2,15,3.29
1263577,17,Australia,female,164,2,218,20,2,3,4.51
1263617,23,India,female,225,8,300,14,2,22,4.5
1263617,17,Australia,female,227,1,246,22,2,4,5.54
1263618,23,India,female,274,7,300,25,1,31,5.48
1263618,17,Australia,female,275,5,300,26,0,17,5.5
1263619,17,Australia,female,264,9,300,31,2,11,5.28
1263619,23,India,female,266,8,297,29,1,34,5.37
1267325,20,Pakistan,female,205,9,300,16,1,14,4.1
1267325,25,West Indies,female,209,5,287,21,3,12,4.37
1267326,20,Pakistan,female,120,10,256,14,1,1,2.81
1267326,25,West Indies,female,121,2,187,16,0,8,3.88
1267327,20,Pakistan,female,182,10,294,16,0,15,3.71
1267327,25,West Indies,female,183,2,241,18,0,7,4.56
1267328,25,West Indies,female,210,10,298,18,2,17,4.23
1267328,20,Pakistan,female,211,6,291,13,1,19,4.35
1267329,20,Pakistan,female,190,8,204,16,1,29,5.59
1267329,25,West Indies,female,171,10,204,10,3,12,5.03
1267677,8,Bangladesh,male,276,9,300,18,4,18,5.52
1267677,6,Zimbabwe,male,121,9,173,11,2,6,4.2
1267678,6,Zimbabwe,male,240,9,300,19,2,15,4.8
1267678,8,Bangladesh,male,242,7,295,20,0,23,4.92
1267679,6,Zimbabwe,male,298,10,297,25,7,20,6.02
1267679,8,Bangladesh,male,302,5,288,22,5,27,6.29
1271627,11,Sri Lanka,male,300,9,301,25,3,23,5.98
1271627,9,South Africa,male,286,6,300,19,4,4,5.72
1271628,9,South Africa,male,283,6,282,21,4,13,6.02
1271628,11,Sri Lanka,male,197,10,220,9,5,9,5.37
1271629,11,Sri Lanka,male,203,9,300,14,0,14,4.06
1271629,9,South Africa,male,125,10,180,13,0,8,4.17
1272379,6,Zimbabwe,male,266,7,301,29,3,15,5.3
1272379,14,Ireland,male,228,10,293,17,3,17,4.67
1272380,14,Ireland,male,282,8,300,25,6,14,5.64
1272381,6,Zimbabwe,male,131,10,204,10,2,8,3.85
1272381,14,Ireland,male,118,3,134,11,2,12,5.28
1273418,25,West Indies,female,153,9,280,12,0,13,3.28
1273418,16,South Africa,female,157,2,237,16,1,13,3.97
1273419,25,West Indies,female,120,10,266,12,0,9,2.71
1273419,16,South Africa,female,121,1,154,15,0,7,4.71
1273420,25,West Indies,female,157,10,292,11,1,20,3.23
1273420,16,South Africa,female,158,2,220,16,1,7,4.31
1273421,16,South Africa,female,185,6,300,12,0,19,3.7
1273421,25,West Indies,female,150,9,300,11,0,16,3.0
1273422,25,West Indies,female,192,5,300,12,0,25,3.84
1273422,16,South Africa,female,192,7,300,16,1,14,3.84
1275249,27,United States of America,male,230,9,300,13,3,7,4.6
1275249,26,Nepal,male,231,5,294,10,8,6,4.71
1275250,26,Nepal,male,196,10,286,12,3,7,4.11
1275250,29,Oman,male,200,5,187,20,8,6,6.42
1275251,27,United States of America,male,178,10,268,13,5,8,3.99
1275251,29,Oman,male,179,6,298,6,6,4,3.6
1275253,29,Oman,male,121,10,223,6,3,12,3.26
1275253,26,Nepal,male,122,3,110,13,2,17,6.65
1275255,12,Papua New Guinea,male,197,10,286,19,1,16,4.13
1275255,4,Scotland,male,198,4,258,17,3,14,4.6
1275256,29,Oman,male,250,7,300,23,4,6,5.0
1275256,12,Papua New Guinea,male,140,10,254,7,1,8,3.31
1275257,4,Scotland,male,273,6,300,22,7,8,5.46
1275257,29,Oman,male,255,9,300,17,12,11,5.1
1275258,12,Papua New Guinea,male,226,8,300,19,6,15,4.52
1275258,4,Scotland,male,228,6,293,14,5,13,4.67
1275259,12,Papua New Guinea,male,150,10,260,9,1,7,3.46
1275259,29,Oman,male,151,7,215,7,4,14,4.21
1275260,4,Scotland,male,100,3,140,4,3,6,4.29
1276293,12,Papua New Guinea,male,158,10,266,11,2,9,3.56
1276293,27,United States of America,male,159,3,170,10,8,7,5.61
1276294,27,United States of America,male,271,9,300,10,17,12,5.42
1276294,12,Papua New Guinea,male,137,10,223,7,5,10,3.69
1276295,12,Papua New Guinea,male,134,10,198,9,1,7,4.06
1276295,26,Nepal,male,135,8,237,9,2,5,3.42
1276296,26,Nepal,male,233,10,297,10,9,24,4.71
1276296,12,Papua New Guinea,male,82,10,115,5,3,4,4.28
1276907,10,England,male,110,10,152,16,1,9,4.34
1276907,7,India,male,114,0,112,11,5,7,6.11
1276908,10,England,male,246,10,294,17,7,13,5.02
1276908,7,India,male,146,10,233,10,3,8,3.76
1276909,10,England,male,259,10,275,20,8,17,5.65
1276909,7,India,male,261,5,253,34,2,7,6.19
1276910,9,South Africa,male,333,5,300,32,0,10,6.66
1276910,10,England,male,271,10,281,21,3,14,5.79
1276911,10,England,male,201,10,169,16,7,9,7.14
1276911,9,South Africa,male,83,10,124,7,0,4,4.02
1276912,9,South Africa,male,159,2,166,20,0,6,5.75
1277073,9,South Africa,male,277,8,300,22,9,12,5.54
1277073,30,Netherlands,male,11,0,12,2,0,0,5.5
1277082,9,South Africa,male,296,4,300,20,4,18,5.92
1277082,7,India,male,265,8,300,21,1,13,5.3
1277083,7,India,male,287,6,300,23,5,20,5.74
1277083,9,South Africa,male,288,3,289,24,4,10,5.98
1277084,9,South Africa,male,287,10,299,27,4,18,5.76
1277084,7,India,male,283,10,296,25,4,11,5.74
1277085,13,West Indies,male,269,10,293,23,9,19,5.51
1277085,14,Ireland,male,245,10,295,21,6,10,4.98
1277086,13,West Indies,male,229,10,288,18,6,30,4.77
1277086,14,Ireland,male,168,5,195,16,4,14,5.17
1277087,13,West Indies,male,212,10,268,25,3,16,4.75
1277087,14,Ireland,male,214,8,269,19,3,23,4.77
1277092,25,West Indies,female,234,3,273,23,4,12,5.14
1277092,16,South Africa,female,87,5,106,8,1,4,4.92
1277093,16,South Africa,female,160,10,244,15,1,9,3.93
1277093,25,West Indies,female,160,10,226,15,2,8,4.25
1277094,16,South Africa,female,299,8,299,27,4,24,6.0
1277094,25,West Indies,female,203,9,268,19,0,28,4.54
1277095,25,West Indies,female,174,10,296,18,1,17,3.53
1277095,16,South Africa,female,175,4,239,18,1,7,4.39
1277097,8,Bangladesh,male,314,7,300,23,11,19,6.28
1277097,9,South Africa,male,276,10,293,24,8,12,5.65
1277098,8,Bangladesh,male,194,9,300,16,2,17,3.88
1277098,9,South Africa,male,195,3,224,21,5,4,5.22
1277099,9,South Africa,male,154,10,222,18,1,17,4.16
1277099,8,Bangladesh,male,156,1,159,24,0,3,5.89
1278676,13,West Indies,male,176,10,263,13,5,8,4.02
1278676,7,India,male,178,4,168,23,2,11,6.36
1278677,7,India,male,237,9,300,20,2,8,4.74
1278677,13,West Indies,male,193,10,276,11,7,14,4.2
1278678,7,India,male,265,10,300,26,5,20,5.3
1278678,13,West Indies,male,169,10,223,14,6,13,4.55
1281417,24,Ireland,female,253,8,300,25,0,17,5.06
1281417,31,Zimbabwe,female,254,6,263,15,0,38,5.79
1281418,24,Ireland,female,286,7,300,23,0,25,5.72
1281418,31,Zimbabwe,female,206,9,300,15,1,21,4.12
1281419,31,Zimbabwe,female,178,10,282,15,0,24,3.79
1281419,24,Ireland,female,179,2,234,14,0,13,4.59
1281420,24,Ireland,female,312,3,300,27,1,21,6.24
1281420,31,Zimbabwe,female,227,8,300,16,0,19,4.54
1281444,10,England,male,498,4,300,36,26,22,9.96
1281444,30,Netherlands,male,266,10,298,17,4,14,5.36
1281445,30,Netherlands,male,235,7,246,11,8,14,5.73
1281445,10,England,male,239,4,217,28,3,7,6.61
1281446,30,Netherlands,male,244,10,296,17,0,20,4.95
1281446,10,England,male,248,2,181,31,5,12,8.22
1286901,20,Pakistan,female,201,7,300,17,4,4,4.02
1286901,15,Bangladesh,female,202,7,298,20,0,12,4.07
1286915,20,Pakistan,female,195,6,300,16,3,14,3.9
1286915,31,Zimbabwe,female,81,10,158,6,0,13,3.08
1288209,25,West Indies,female,253,8,300,32,2,8,5.06
1288209,20,Pakistan,female,208,9,300,17,0,9,4.16
1288210,25,West Indies,female,153,9,274,12,0,9,3.35
1288210,20,Pakistan,female,116,10,236,7,0,11,2.95
1288211,20,Pakistan,female,225,7,300,18,3,26,4.5
1288211,25,West Indies,female,226,4,264,29,0,13,5.14
1288313,1,Australia,male,313,7,300,22,6,22,6.26
1288313,2,Pakistan,male,225,10,272,17,3,4,4.96
1288314,1,Australia,male,348,8,300,30,10,8,6.96
1288314,2,Pakistan,male,349,4,294,26,8,4,7.12
1288315,1,Australia,male,210,10,251,19,5,8,5.02
1288315,2,Pakistan,male,214,1,227,21,1,3,5.66
1288322,31,Zimbabwe,female,72,10,164,7,0,8,2.63
1288322,15,Bangladesh,female,74,3,110,6,0,12,4.04
1288987,30,Netherlands,male,202,10,298,17,2,12,4.07
1288987,3,New Zealand,male,204,3,231,12,4,23,5.3
1288988,3,New Zealand,male,264,9,300,18,8,17,5.28
1288988,30,Netherlands,male,146,10,205,18,2,16,4.27
1288989,3,New Zealand,male,333,8,300,23,10,20,6.66
1288989,30,Netherlands,male,218,10,255,24,6,15,5.13
1289032,19,New Zealand,female,275,10,289,23,0,8,5.71
1289032,23,India,female,213,10,298,17,1,10,4.29
1289033,23,India,female,270,6,300,22,2,13,5.4
1289033,19,New Zealand,female,273,7,294,23,0,10,5.57
1289034,23,India,female,279,10,297,28,3,13,5.64
1289034,19,New Zealand,female,280,7,295,26,2,8,5.69
1289035,19,New Zealand,female,191,5,120,28,3,5,9.55
1289035,23,India,female,128,10,107,10,5,7,7.18
1289036,19,New Zealand,female,251,9,300,20,4,12,5.02
1289036,23,India,female,252,4,276,23,1,27,5.48
1290881,28,Namibia,male,228,10,300,13,6,6,4.56
1290881,29,Oman,male,188,10,281,17,2,15,4.01
1294969,6,Zimbabwe,male,296,9,300,28,4,11,5.92
1294969,11,Sri Lanka,male,300,5,291,29,4,21,6.19
1294970,6,Zimbabwe,male,302,8,300,26,3,14,6.04
1294970,11,Sri Lanka,male,280,9,300,20,6,13,5.6
1294971,11,Sri Lanka,male,254,9,300,20,0,7,5.08
1294971,6,Zimbabwe,male,70,10,148,5,0,8,2.84
1299586,29,Oman,male,307,9,300,31,11,8,6.14
1299586,22,United Arab Emirates,male,308,6,294,30,10,5,6.29
1299587,29,Oman,male,195,10,284,12,5,12,4.12
1299587,22,United Arab Emirates,male,196,6,273,16,3,2,4.31
1299588,29,Oman,male,214,10,297,12,5,14,4.32
1299588,22,United Arab Emirates,male,214,10,300,17,6,9,4.28
1301328,16,South Africa,female,218,10,286,20,3,9,4.57
1301328,21,England,female,219,5,193,31,1,5,6.81
1301329,21,England,female,337,5,300,31,3,25,6.74
1301329,16,South Africa,female,223,10,246,29,1,11,5.44
1301330,21,England,female,371,7,300,47,3,27,7.42
1301330,16,South Africa,female,262,10,274,30,4,12,5.74
1301337,21,England,female,227,7,300,21,0,9,4.54
1301337,23,India,female,232,3,266,25,3,10,5.23
1301338,23,India,female,333,5,300,38,7,25,6.66
1301338,21,England,female,245,10,266,24,1,5,5.53
1301339,23,India,female,169,10,274,16,0,20,3.7
1301339,21,England,female,153,10,261,19,0,4,3.52
1302349,30,Netherlands,male,240,7,270,14,4,26,5.33
1302349,13,West Indies,male,249,3,259,20,6,5,5.77
1302350,30,Netherlands,male,214,10,291,9,2,20,4.41
1302350,13,West Indies,male,217,5,273,18,5,12,4.77
1302351,13,West Indies,male,308,5,300,17,11,24,6.16
1302351,30,Netherlands,male,288,10,299,25,3,18,5.78
1302616,29,Oman,male,225,7,300,12,0,26,4.5
1302616,22,United Arab Emirates,male,213,10,293,16,3,13,4.36
1302617,28,Namibia,male,226,10,299,16,4,10,4.54
1302617,29,Oman,male,116,10,253,10,1,7,2.75
1302618,28,Namibia,male,206,8,300,13,1,22,4.12
1302618,22,United Arab Emirates,male,207,7,283,16,4,20,4.39
1302619,29,Oman,male,221,7,300,19,2,9,4.42
1302619,22,United Arab Emirates,male,213,10,291,18,1,22,4.39
1302620,28,Namibia,male,275,8,300,21,3,13,5.5
1302620,29,Oman,male,276,3,277,27,4,10,5.98
1302621,22,United Arab Emirates,male,348,3,300,33,7,19,6.96
1302621,28,Namibia,male,305,9,300,17,8,19,6.1
1302622,29,Oman,male,265,5,300,24,5,14,5.3
1302622,28,Namibia,male,266,5,285,16,4,18,5.6
1302623,12,Papua New Guinea,male,176,8,300,8,1,7,3.52
1302623,22,United Arab Emirates,male,179,3,267,11,2,8,4.02
1302624,12,Papua New Guinea,male,204,8,300,20,1,4,4.08
1302624,26,Nepal,male,208,8,296,9,2,22,4.22
1302625,22,United Arab Emirates,male,168,10,279,9,2,10,3.61
1302625,26,Nepal,male,120,10,211,9,0,5,3.41
1302626,22,United Arab Emirates,male,147,10,300,14,1,11,2.94
1302626,12,Papua New Guinea,male,150,4,218,11,0,8,4.13
1302627,22,United Arab Emirates,male,202,9,300,12,2,5,4.04
1302627,26,Nepal,male,103,10,211,7,0,10,2.93
1302628,12,Papua New Guinea,male,173,8,300,8,1,10,3.46
1302628,26,Nepal,male,174,3,222,13,1,19,4.7
1303309,14,Ireland,male,300,9,300,31,9,17,6.0
1303309,3,New Zealand,male,305,9,299,26,10,19,6.12
1303310,14,Ireland,male,216,10,288,19,6,21,4.5
1303310,3,New Zealand,male,219,7,229,18,8,20,5.74
1303311,3,New Zealand,male,360,6,300,40,9,18,7.2
1303311,14,Ireland,male,359,9,300,34,11,28,7.18
1305496,12,Papua New Guinea,male,292,8,300,33,5,20,5.84
1305496,26,Nepal,male,286,8,300,23,5,13,5.72
1305497,26,Nepal,male,278,8,300,18,5,8,5.56
1305497,12,Papua New Guinea,male,283,7,292,28,5,23,5.82
1307296,11,Sri Lanka,male,300,7,300,34,2,9,6.0
1307296,1,Australia,male,282,8,255,22,9,12,6.64
1307297,11,Sri Lanka,male,220,9,286,17,4,8,4.62
1307297,1,Australia,male,189,10,223,20,0,13,5.09
1307298,1,Australia,male,291,6,300,17,7,14,5.82
1307298,11,Sri Lanka,male,292,4,291,28,3,5,6.02
1307299,11,Sri Lanka,male,258,10,294,23,2,9,5.27
1307299,1,Australia,male,254,10,300,25,1,5,5.08
1307300,11,Sri Lanka,male,160,10,259,17,2,3,3.71
1307300,1,Australia,male,164,6,237,14,1,8,4.15
1307479,4,Scotland,male,306,10,298,39,4,18,6.16
1307479,3,New Zealand,male,307,3,275,32,8,3,6.7
1308233,20,Pakistan,female,335,3,300,32,4,17,6.7
1308233,24,Ireland,female,207,10,297,16,0,13,4.18
1308234,24,Ireland,female,194,10,284,17,1,10,4.1
1308234,20,Pakistan,female,195,1,196,24,0,8,5.97
1308235,24,Ireland,female,225,10,299,21,0,5,4.52
1308235,20,Pakistan,female,226,5,283,20,0,9,4.79
1308244,4,Scotland,male,284,3,300,23,6,25,5.68
1308244,12,Papua New Guinea,male,122,10,216,9,1,14,3.39
1308245,4,Scotland,male,215,10,298,20,1,15,4.33
1308245,29,Oman,male,211,10,298,17,1,7,4.25
1308246,12,Papua New Guinea,male,224,9,300,12,2,14,4.48
1308246,29,Oman,male,227,3,265,20,1,24,5.14
1308247,4,Scotland,male,287,5,300,21,8,13,5.74
1308247,12,Papua New Guinea,male,164,10,218,14,2,1,4.51
1308248,29,Oman,male,225,7,300,17,3,7,4.5
1308248,4,Scotland,male,226,8,299,15,1,11,4.54
1308249,29,Oman,male,277,8,300,16,8,35,5.54
1308249,12,Papua New Guinea,male,192,10,267,12,2,10,4.31
1310984,18,Sri Lanka,female,169,10,287,12,2,17,3.53
1310984,20,Pakistan,female,170,2,251,14,0,17,4.06
1310985,20,Pakistan,female,253,2,300,15,0,28,5.06
1310985,18,Sri Lanka,female,180,9,300,14,0,7,3.6
1310986,18,Sri Lanka,female,260,7,300,21,1,16,5.2
1310986,20,Pakistan,female,167,10,250,13,0,11,4.01
1311737,2,Pakistan,male,314,6,300,26,6,15,6.28
1311737,30,Netherlands,male,298,8,300,21,3,29,5.96
1311738,30,Netherlands,male,186,10,265,9,5,7,4.21
1311738,2,Pakistan,male,191,3,202,18,3,6,5.67
1311739,2,Pakistan,male,206,10,298,13,6,7,4.15
1311739,30,Netherlands,male,197,10,296,15,0,17,3.99
1312798,27,United States of America,male,310,5,300,29,3,19,6.2
1312798,4,Scotland,male,206,10,277,20,2,8,4.46
1312799,4,Scotland,male,300,7,300,19,9,23,6.0
1312799,27,United States of America,male,189,10,256,14,1,8,4.43
1312800,22,United Arab Emirates,male,215,9,300,15,1,7,4.3
1312800,4,Scotland,male,217,6,288,24,1,13,4.52
1312801,22,United Arab Emirates,male,203,7,300,15,2,8,4.06
1312801,27,United States of America,male,204,6,269,15,1,12,4.55
1312802,4,Scotland,male,171,10,300,8,1,16,3.42
1312802,22,United Arab Emirates,male,172,5,265,14,3,6,3.89
1312803,27,United States of America,male,198,10,279,15,4,10,4.26
1312803,22,United Arab Emirates,male,200,2,241,23,0,2,4.98
1312804,27,United States of America,male,323,8,300,27,7,10,6.46
1312804,29,Oman,male,209,10,261,21,3,2,4.8
1312805,29,Oman,male,211,8,300,22,1,8,4.22
1312805,26,Nepal,male,198,10,298,17,0,10,3.99
1312806,26,Nepal,male,274,10,296,17,3,21,5.55
1312806,27,United States of America,male,274,6,300,18,6,18,5.48
1312807,29,Oman,male,280,4,300,24,3,9,5.6
1312807,27,United States of America,male,267,9,300,24,3,5,5.34
1312808,29,Oman,male,163,10,281,12,1,12,3.48
1312808,26,Nepal,male,167,3,199,15,2,7,5.04
1312809,27,United States of America,male,245,7,300,23,1,6,4.9
1312809,26,Nepal,male,206,10,286,13,2,5,4.32
1315038,13,West Indies,male,305,8,300,27,7,12,6.1
1315038,2,Pakistan,male,306,5,296,20,6,13,6.2
1315039,2,Pakistan,male,275,8,300,22,3,9,5.5
1315039,13,West Indies,male,155,10,194,11,5,18,4.79
1315040,2,Pakistan,male,269,9,288,20,4,14,5.6
1315040,13,West Indies,male,216,10,224,15,10,18,5.79
1316645,24,Ireland,female,69,10,164,6,0,6,2.52
1316645,16,South Africa,female,70,1,96,6,0,9,4.38
1316646,24,Ireland,female,213,8,300,18,0,18,4.26
1316646,16,South Africa,female,217,1,232,20,0,13,5.61
1316647,16,South Africa,female,278,5,300,23,0,27,5.56
1316647,24,Ireland,female,89,10,197,7,0,15,2.71
1317152,13,West Indies,male,149,9,246,10,1,9,3.63
1317152,8,Bangladesh,male,151,4,191,13,3,10,4.74
1317153,13,West Indies,male,108,10,210,11,0,7,3.09
1317153,8,Bangladesh,male,112,1,124,15,0,10,5.42
1317154,13,West Indies,male,178,10,292,10,5,5,3.66
1317154,8,Bangladesh,male,179,6,291,15,2,6,3.69
1317476,6,Zimbabwe,male,200,10,285,15,0,11,4.21
1317476,1,Australia,male,201,5,201,22,5,18,6.0
1317477,6,Zimbabwe,male,96,10,167,9,1,10,3.45
1317477,1,Australia,male,100,2,88,12,1,13,6.82
1317478,1,Australia,male,141,10,186,19,2,9,4.55
1317478,6,Zimbabwe,male,142,7,234,13,1,11,3.64
1317479,3,New Zealand,male,232,9,300,15,4,15,4.64
1317479,1,Australia,male,233,8,270,21,3,12,5.18
1317480,1,Australia,male,195,9,300,13,4,3,3.9
1317480,3,New Zealand,male,82,10,198,6,0,2,2.48
1317481,1,Australia,male,267,5,300,19,4,14,5.34
1317481,3,New Zealand,male,242,10,299,23,4,8,4.86
1317489,10,England,male,287,9,300,23,4,13,5.74
1317489,1,Australia,male,291,4,281,35,3,11,6.21
1317490,1,Australia,male,280,8,300,16,6,12,5.6
1317490,10,England,male,208,10,233,12,7,8,5.36
1317491,1,Australia,male,355,5,288,29,8,14,7.4
1317491,10,England,male,142,10,190,15,1,13,4.48
1317900,7,India,male,308,7,300,26,10,12,6.16
1317900,13,West Indies,male,305,6,300,23,8,21,6.1
1317901,13,West Indies,male,311,6,300,23,12,15,6.22
1317901,7,India,male,312,8,298,19,10,19,6.28
1317902,7,India,male,225,3,216,19,3,11,6.25
1317902,13,West Indies,male,137,10,156,12,3,6,5.27
1317911,3,New Zealand,male,190,10,272,22,2,2,4.19
1317911,13,West Indies,male,193,5,234,19,2,18,4.95
1317912,3,New Zealand,male,212,10,290,13,6,4,4.39
1317912,13,West Indies,male,161,10,213,9,4,10,4.54
1317913,13,West Indies,male,301,8,300,20,15,21,6.02
1317913,3,New Zealand,male,307,5,283,25,6,11,6.51
1319712,18,Sri Lanka,female,171,10,290,15,0,16,3.54
1319712,23,India,female,176,6,228,7,4,9,4.63
1319713,18,Sri Lanka,female,173,10,300,11,0,18,3.46
1319713,23,India,female,174,0,154,15,2,9,6.78
1319714,23,India,female,255,9,300,18,5,19,5.1
1319714,18,Sri Lanka,female,216,10,285,19,1,16,4.55
1322031,28,Namibia,male,220,10,286,20,3,9,4.62
1322031,26,Nepal,male,180,10,281,12,2,9,3.84
1322032,4,Scotland,male,144,10,257,15,1,6,3.36
1322032,26,Nepal,male,146,5,151,21,1,6,5.8
1322033,28,Namibia,male,215,7,300,10,5,4,4.3
1322033,4,Scotland,male,219,7,293,24,3,7,4.48
1322034,28,Namibia,male,199,10,296,12,4,6,4.03
1322034,26,Nepal,male,136,10,227,12,1,11,3.59
1322035,26,Nepal,male,128,10,215,14,0,9,3.57
1322035,4,Scotland,male,130,2,114,19,3,8,6.84
1322036,4,Scotland,male,262,10,293,23,1,15,5.37
1322036,22,United Arab Emirates,male,198,10,251,18,3,17,4.73
1322037,22,United Arab Emirates,male,253,8,300,23,4,5,5.06
1322037,27,United States of America,male,256,9,295,23,2,18,5.21
1322038,27,United States of America,male,295,8,300,25,8,15,5.9
1322038,4,Scotland,male,301,5,286,23,7,15,6.31
1322039,4,Scotland,male,254,9,300,18,3,21,5.08
1322039,22,United Arab Emirates,male,168,10,246,15,5,7,4.1
1322041,4,Scotland,male,249,8,300,24,2,13,4.98
1322041,27,United States of America,male,250,8,299,19,4,10,5.02
1322278,7,India,male,306,7,300,28,10,11,6.12
1322278,3,New Zealand,male,309,3,283,31,8,13,6.55
1322279,7,India,male,89,1,77,6,4,7,6.94
1322280,7,India,male,219,10,285,20,5,21,4.61
1322280,3,New Zealand,male,104,1,108,14,1,9,5.78
1322341,15,Bangladesh,female,180,8,300,10,1,21,3.6
1322341,19,New Zealand,female,181,2,186,20,0,8,5.84
1322342,15,Bangladesh,female,157,7,264,8,1,18,3.57
1322342,19,New Zealand,female,14,1,28,1,0,2,3.0
1322343,19,New Zealand,female,123,2,161,4,0,3,4.58
1322359,3,New Zealand,male,274,10,297,20,8,21,5.54
1322359,11,Sri Lanka,male,76,10,119,11,1,4,3.83
1322361,11,Sri Lanka,male,157,10,249,17,3,12,3.78
1322361,3,New Zealand,male,159,4,197,18,0,10,4.84
1323292,8,Bangladesh,male,303,2,300,33,4,15,6.06
1323292,6,Zimbabwe,male,307,5,290,24,9,12,6.35
1323293,8,Bangladesh,male,290,9,300,29,4,13,5.8
1323293,6,Zimbabwe,male,291,5,285,24,8,8,6.13
1323294,8,Bangladesh,male,256,9,300,20,6,18,5.12
1323294,6,Zimbabwe,male,151,10,194,19,2,25,4.67
1325549,6,Zimbabwe,male,189,10,243,17,2,25,4.67
1325549,7,India,male,192,0,185,19,1,29,6.23
1325550,6,Zimbabwe,male,161,10,229,11,2,18,4.22
1325550,7,India,male,167,5,154,17,4,20,6.51
1325551,7,India,male,289,8,300,29,4,10,5.78
1325551,6,Zimbabwe,male,276,10,298,24,5,14,5.56
1327509,9,South Africa,male,249,4,240,21,5,22,6.22
1327509,7,India,male,240,8,240,27,3,18,6.0
1327510,9,South Africa,male,278,7,300,27,4,9,5.56
1327510,7,India,male,282,3,275,25,9,5,6.15
1327511,9,South Africa,male,99,10,163,11,1,5,3.64
1327511,7,India,male,105,3,115,14,2,8,5.48
1328485,32,Netherlands,female,84,10,197,6,0,12,2.56
1328485,24,Ireland,female,87,5,117,8,0,14,4.46
1328486,24,Ireland,female,337,8,300,30,0,32,6.74
1328486,32,Netherlands,female,127,10,200,2,1,18,3.81
1328487,32,Netherlands,female,185,10,284,10,0,25,3.91
