fold,date,target,raw_probability
4,2022-01-08,1,0.7428789357069607
4,2022-01-13,0,0.8191752763044263
4,2022-01-16,0,0.7388027991330277
4,2022-01-16,0,0.2907453386330864
4,2022-01-18,1,0.2805097901880028
4,2022-01-19,1,0.4983383062331882
4,2022-01-21,0,0.6364956710593966
4,2022-01-21,1,0.8444609609835011
4,2022-01-23,1,0.5173189115865329
4,2022-02-05,0,0.6377886217065867
4,2022-02-06,0,0.3851198222077684
4,2022-02-06,0,0.5380354519722695
4,2022-02-09,1,0.8279010772384409
4,2022-02-11,1,0.8469767684707991
4,2022-03-05,1,0.48632788236606295
4,2022-03-06,1,0.49663953710306497
4,2022-03-08,0,0.4998581889436829
4,2022-03-09,1,0.504844883394534
4,2022-03-11,0,0.5272728397471006
4,2022-03-12,1,0.656998598602512
4,2022-03-14,0,0.5762779737884223
4,2022-03-15,0,0.36719902296207796
4,2022-03-16,0,0.31349292809449925
4,2022-03-18,1,0.43312528148273727
4,2022-03-18,1,0.5380682716301906
4,2022-03-19,0,0.7590631214765813
4,2022-03-20,0,0.4080053288688303
4,2022-03-21,1,0.6074079240149783
4,2022-03-22,0,0.4487906749799878
4,2022-03-23,0,0.7054754177884146
4,2022-03-25,1,0.36318666109379566
4,2022-03-26,0,0.5975231662201231
4,2022-03-29,1,0.7422997591705947
4,2022-03-29,0,0.23247885105962549
4,2022-03-31,0,0.7828945971892066
4,2022-04-02,0,0.751794798483421
4,2022-04-02,1,0.8739667893139867
4,2022-04-04,1,0.910549942425843
4,2022-04-09,1,0.6941091681726245
4,2022-04-10,1,0.6203518049255928
4,2022-04-12,0,0.4257209581787783
4,2022-04-13,1,0.7533213718083759
4,2022-04-15,0,0.4532086836988221
4,2022-04-16,1,0.7151410677182485
4,2022-05-28,1,0.3696417667799089
4,2022-05-29,1,0.5735909160407876
4,2022-05-31,0,0.30170416284669577
4,2022-05-31,0,0.45110435065406745
4,2022-06-01,0,0.5314534813586331
4,2022-06-02,0,0.2433044796370268
4,2022-06-03,0,0.6953084878742648
4,2022-06-04,1,0.889573957973667
4,2022-06-04,0,0.5881128615617984
4,2022-06-08,1,0.38040916147361387
4,2022-06-08,0,0.5201306952416563
4,2022-06-09,1,0.6276478497853697
4,2022-06-10,1,0.7280266636085432
4,2022-06-12,1,0.6116794130639025
4,2022-06-12,1,0.7562989204202584
4,2022-06-14,0,0.48552614111252024
4,2022-06-14,0,0.7202756306944036
4,2022-06-15,1,0.48861996005052094
4,2022-06-16,1,0.460961163638051
4,2022-06-17,1,0.929595890190231
4,2022-06-19,0,0.1263331598365378
4,2022-06-19,0,0.6803944011527475
4,2022-06-21,1,0.5968986612534453
4,2022-06-22,0,0.12305729100713184
4,2022-06-24,0,0.6093178784631575
4,2022-07-10,0,0.254857869354212
4,2022-07-10,0,0.5625952752712118
4,2022-07-11,1,0.5341380432959405
4,2022-07-12,0,0.5602779030000757
4,2022-07-12,0,0.22857667216419408
4,2022-07-13,0,0.5057030754566959
4,2022-07-13,0,0.6352356908271919
4,2022-07-14,1,0.47775609936118685
4,2022-07-14,0,0.4931254979973094
4,2022-07-15,1,0.86034882989998
4,2022-07-16,0,0.4975238508537358
4,2022-07-16,1,0.6411298378871843
4,2022-07-17,0,0.4892579795112692
4,2022-07-17,0,0.5421231321602898
4,2022-07-19,1,0.5267468101056151
4,2022-07-22,1,0.5609046209496481
4,2022-07-22,1,0.8318361637919678
4,2022-07-24,0,0.28467928294546085
4,2022-07-27,1,0.8725041646717443
